zona,PrecioActual,metros,habitaciones,ascensor,localizacion,planta,baños
centro,210000,32,2,N,INTERIOR,BAJO,0
moncloa,1450000,340,5,S,EXTERIOR,2ª,1
vicalvaro,530860,157,4,S,EXTERIOR,4ª,0
centro,1250000,143,3,S,EXTERIOR,1ª,3
puente-de-vallecas,149000,65,3,N,EXTERIOR,4ª,0
retiro,2700000,220,2,S,EXTERIOR,BAJO,0
chamberi,2190000,207,4,S,EXTERIOR,3ª,0
centro,825000,94,2,S,EXTERIOR,6ª,1
centro,530000,63,1,S,EXTERIOR,3ª,0
centro,280000,50,2,S,INTERIOR,2ª,0
retiro,700000,80,2,S,EXTERIOR,1ª,1
tetuan,900000,101,3,S,EXTERIOR,7ª,0
centro,450000,72,1,S,EXTERIOR,1ª,0
san-blas,555000,94,3,S,EXTERIOR,4ª,0
vicalvaro,359000,90,2,S,EXTERIOR,5ª,2
chamartin,930000,68,1,S,INTERIOR,3ª,0
tetuan,299000,58,2,N,EXTERIOR,BAJO,0
carabanchel,280000,80,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,1250000,131,4,S,INTERIOR,4ª,0
retiro,145000,40,1,N,INTERIOR,BAJO,0
usera,195000,58,1,S,INTERIOR,BAJO,0
centro,875000,123,2,N,EXTERIOR,1ª,0
moncloa,2850000,432,5,S,EXTERIOR,5ª,3
carabanchel,310000,90,3,N,EXTERIOR,2ª,0
chamberi,360000,30,1,S,INTERIOR,1ª,0
tetuan,104995,35,1,N,EXTERIOR,BAJO,0
barrio-de-salamanca,1500000,140,3,S,EXTERIOR,7ª,2
carabanchel,300000,65,3,S,EXTERIOR,2ª,0
carabanchel,110200,64,3,N,EXTERIOR,1ª,1
puente-de-vallecas,275000,93,3,S,EXTERIOR,7ª,0
tetuan,420000,81,2,N,INTERIOR,BAJO,1
retiro,640000,121,3,S,EXTERIOR,BAJO,0
centro,450000,75,2,S,EXTERIOR,1ª,0
arganzuela,585000,99,2,S,EXTERIOR,3ª,0
tetuan,319999,66,2,N,EXTERIOR,ENTREPLANTA,0
barrio-de-salamanca,1149000,84,2,S,INTERIOR,BAJO,0
carabanchel,335000,90,2,S,EXTERIOR,BAJO,2
usera,131000,59,3,N,EXTERIOR,1ª,0
hortaleza,358000,70,3,S,EXTERIOR,BAJO,0
centro,960000,204,5,S,EXTERIOR,3ª,0
barrio-de-salamanca,1359000,101,2,S,INTERIOR,1ª,0
barrio-de-salamanca,1700000,160,3,S,EXTERIOR,3ª,0
ciudad-lineal,823000,96,2,S,EXTERIOR,2ª,0
retiro,1195000,143,4,S,EXTERIOR,1ª,0
villaverde,308000,125,6,S,EXTERIOR,1ª,0
arganzuela,590000,94,3,S,EXTERIOR,7ª,0
villa-de-vallecas,390900,82,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,1732000,164,3,S,EXTERIOR,5ª,3
retiro,745000,113,3,S,INTERIOR,3ª,2
carabanchel,290000,110,3,S,EXTERIOR,6ª,2
ciudad-lineal,319900,65,2,S,EXTERIOR,4ª,0
ciudad-lineal,340000,59,2,N,EXTERIOR,BAJO,0
moncloa,810000,143,4,S,EXTERIOR,4ª,2
san-blas,370000,89,3,S,EXTERIOR,1ª,0
centro,1079000,116,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,1329000,114,2,S,EXTERIOR,1ª,2
usera,270000,115,3,N,EXTERIOR,BAJO,0
barrio-de-salamanca,1400000,116,2,S,INTERIOR,2ª,0
barrio-de-salamanca,1649000,150,3,S,INTERIOR,1ª,0
chamartin,349000,54,1,S,EXTERIOR,BAJO,1
centro,2650000,160,3,S,EXTERIOR,4ª,0
arganzuela,388000,76,2,S,INTERIOR,4ª,0
puente-de-vallecas,199900,74,3,N,EXTERIOR,3ª,0
centro,320000,71,1,N,INTERIOR,BAJO,1
puente-de-vallecas,398000,85,2,S,EXTERIOR,8ª,0
barrio-de-salamanca,2900000,204,3,S,EXTERIOR,1ª,0
barrio-de-salamanca,1129000,103,2,S,INTERIOR,6ª,1
tetuan,1100000,247,2,S,EXTERIOR,13ª,0
ciudad-lineal,338000,68,1,S,EXTERIOR,1ª,0
villaverde,209000,68,2,N,INTERIOR,BAJO,1
tetuan,795000,130,5,S,EXTERIOR,4ª,1
san-blas,559900,163,4,S,EXTERIOR,1ª,3
barrio-de-salamanca,2469000,271,4,S,EXTERIOR,1ª,4
usera,235750,72,2,S,EXTERIOR,BAJO,1
fuencarral,395000,61,3,S,EXTERIOR,3ª,1
tetuan,202000,54,2,N,INTERIOR,1ª,0
barrio-de-salamanca,1380000,135,3,S,EXTERIOR,3ª,2
san-blas,220000,90,3,S,EXTERIOR,2ª,0
puente-de-vallecas,100300,23,1,N,EXTERIOR,BAJO,0
centro,880000,150,2,N,EXTERIOR,2ª,0
san-blas,139999,46,2,N,EXTERIOR,2ª,1
tetuan,1580000,222,3,S,EXTERIOR,7ª,0
retiro,8000000,420,4,S,EXTERIOR,2ª,0
chamartin,950000,95,2,S,EXTERIOR,2ª,2
san-blas,370000,84,2,S,EXTERIOR,1ª,0
tetuan,545000,90,3,S,EXTERIOR,2ª,0
puente-de-vallecas,103000,80,3,S,EXTERIOR,6ª,0
barrio-de-salamanca,1700000,178,3,S,EXTERIOR,4ª,0
centro,240000,29,1,N,INTERIOR,3ª,1
barajas,399999,109,2,S,EXTERIOR,BAJO,0
centro,989000,106,3,N,EXTERIOR,2ª,0
arganzuela,190000,60,1,S,EXTERIOR,BAJO,0
centro,2775000,251,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,1419000,149,3,S,EXTERIOR,BAJO,0
carabanchel,249900,61,1,S,EXTERIOR,3ª,1
chamartin,333000,37,1,S,EXTERIOR,BAJO,1
chamartin,795000,149,3,S,EXTERIOR,ENTREPLANTA,0
centro,200000,33,1,N,INTERIOR,3ª,0
chamberi,2550000,313,5,S,EXTERIOR,3ª,0
tetuan,210000,29,2,N,INTERIOR,4ª,0
centro,450000,62,2,S,EXTERIOR,1ª,0
ciudad-lineal,1560000,279,4,S,EXTERIOR,3ª,0
puente-de-vallecas,154000,50,1,N,INTERIOR,BAJO,1
vicalvaro,370000,127,3,S,EXTERIOR,1ª,0
arganzuela,265000,57,1,S,EXTERIOR,BAJO,1
barrio-de-salamanca,6600000,425,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,1459000,84,2,S,EXTERIOR,5ª,0
barrio-de-salamanca,1649000,162,3,S,EXTERIOR,1ª,3
tetuan,620000,119,4,S,EXTERIOR,2ª,1
chamartin,990000,120,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,1399000,120,2,S,EXTERIOR,1ª,0
vicalvaro,240361,109,3,S,EXTERIOR,4ª,0
puente-de-vallecas,198000,64,3,S,EXTERIOR,3ª,0
ciudad-lineal,238000,35,1,N,EXTERIOR,2ª,0
centro,1300000,210,4,S,EXTERIOR,1ª,0
centro,470000,70,1,S,EXTERIOR,1ª,0
retiro,3500000,476,3,S,EXTERIOR,1ª,0
centro,350000,33,2,N,INTERIOR,3ª,0
retiro,619000,95,2,S,EXTERIOR,4ª,0
arganzuela,399000,60,1,S,EXTERIOR,5ª,0
centro,235000,47,1,N,EXTERIOR,3ª,0
tetuan,675000,52,1,S,EXTERIOR,BAJO,1
chamartin,2690000,350,5,S,EXTERIOR,1ª,0
latina,405000,114,3,S,EXTERIOR,1ª,0
moncloa,800000,138,4,S,EXTERIOR,3ª,0
centro,670000,100,2,S,EXTERIOR,6ª,0
usera,185000,60,3,N,EXTERIOR,3ª,0
fuencarral,320000,60,2,S,EXTERIOR,1ª,0
san-blas,285000,63,1,S,EXTERIOR,4ª,0
barrio-de-salamanca,1364900,130,2,S,INTERIOR,6ª,1
barrio-de-salamanca,4000000,340,3,S,EXTERIOR,8ª,1
ciudad-lineal,950000,193,4,S,EXTERIOR,2ª,0
centro,2100000,248,3,S,EXTERIOR,3ª,0
hortaleza,660000,133,3,S,EXTERIOR,10ª,2
tetuan,485000,59,2,S,EXTERIOR,BAJO,0
centro,950000,153,4,S,EXTERIOR,1ª,3
ciudad-lineal,525000,68,2,S,EXTERIOR,2ª,2
moncloa,875000,150,3,S,EXTERIOR,2ª,3
moncloa,810000,129,3,S,EXTERIOR,3ª,3
barrio-de-salamanca,397000,70,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,8200000,500,5,S,EXTERIOR,5ª,0
chamartin,1500000,186,6,S,EXTERIOR,2ª,0
tetuan,1090000,215,3,S,EXTERIOR,7ª,0
moncloa,520000,99,2,S,EXTERIOR,6ª,0
arganzuela,599000,128,3,S,EXTERIOR,1ª,0
chamberi,1400000,239,3,S,EXTERIOR,1ª,0
vicalvaro,139000,72,3,N,EXTERIOR,4ª,0
san-blas,450000,127,3,S,EXTERIOR,1ª,2
san-blas,639000,240,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,570000,104,3,S,EXTERIOR,2ª,0
centro,189900,32,2,N,INTERIOR,BAJO,0
puente-de-vallecas,165000,52,2,N,EXTERIOR,BAJO,0
barrio-de-salamanca,3775000,398,4,S,EXTERIOR,4ª,0
carabanchel,240000,60,1,S,EXTERIOR,5ª,0
puente-de-vallecas,259900,104,4,S,EXTERIOR,2ª,2
tetuan,270000,51,1,N,EXTERIOR,3ª,0
carabanchel,240000,78,1,S,EXTERIOR,3ª,0
barrio-de-salamanca,3300000,266,3,S,EXTERIOR,3ª,3
chamberi,169000,46,2,S,INTERIOR,SÓTANO,0
carabanchel,237222,81,3,S,EXTERIOR,4ª,0
centro,725000,113,3,N,EXTERIOR,5ª,0
san-blas,150000,52,2,N,EXTERIOR,1ª,0
barrio-de-salamanca,829000,76,2,N,INTERIOR,1ª,0
barrio-de-salamanca,395000,61,3,S,INTERIOR,1ª,0
centro,1500000,140,3,S,EXTERIOR,3ª,0
carabanchel,209000,68,3,N,EXTERIOR,4ª,0
centro,526000,96,2,S,EXTERIOR,6ª,0
ciudad-lineal,370000,47,1,S,EXTERIOR,11ª,1
puente-de-vallecas,130000,45,1,N,EXTERIOR,BAJO,0
barrio-de-salamanca,2550000,510,5,S,EXTERIOR,1ª,0
arganzuela,290000,55,3,S,INTERIOR,1ª,0
villaverde,242000,94,2,S,EXTERIOR,1ª,0
centro,1189000,164,4,S,EXTERIOR,5ª,0
arganzuela,570000,118,2,S,EXTERIOR,1ª,0
centro,899000,109,2,S,EXTERIOR,3ª,0
chamartin,675000,115,2,S,EXTERIOR,6ª,1
chamartin,1985000,171,4,S,EXTERIOR,7ª,0
centro,349000,45,1,S,EXTERIOR,1ª,0
chamberi,950000,75,2,S,INTERIOR,4ª,0
barrio-de-salamanca,830000,119,3,S,INTERIOR,6ª,0
moncloa,820000,192,4,S,EXTERIOR,3ª,0
moncloa,875000,140,4,S,EXTERIOR,6ª,0
arganzuela,415000,86,3,S,INTERIOR,2ª,0
barrio-de-salamanca,6000000,480,6,S,EXTERIOR,2ª,0
centro,1079000,116,3,S,EXTERIOR,2ª,0
retiro,780000,108,3,S,EXTERIOR,4ª,0
centro,1780000,150,3,S,EXTERIOR,2ª,2
barrio-de-salamanca,1495000,170,3,S,INTERIOR,1ª,0
barrio-de-salamanca,1329000,135,2,S,EXTERIOR,1ª,0
centro,1250000,165,3,N,EXTERIOR,2ª,0
centro,169900,34,1,N,INTERIOR,1ª,0
chamberi,850000,98,3,S,EXTERIOR,6ª,0
chamberi,1280000,238,4,N,EXTERIOR,2ª,3
vicalvaro,415000,120,3,S,EXTERIOR,7ª,0
vicalvaro,157260,55,2,N,EXTERIOR,2ª,1
chamartin,2100000,257,4,S,EXTERIOR,4ª,0
barrio-de-salamanca,680000,97,1,S,EXTERIOR,1ª,0
barrio-de-salamanca,1299000,101,3,S,INTERIOR,2ª,0
barrio-de-salamanca,1839000,163,3,S,EXTERIOR,5ª,3
carabanchel,349900,96,3,S,EXTERIOR,1ª,0
chamberi,1600000,211,5,S,EXTERIOR,5ª,0
ciudad-lineal,279900,85,2,S,EXTERIOR,BAJO,0
moratalaz,115000,74,3,N,EXTERIOR,3ª,0
puente-de-vallecas,129000,35,2,N,EXTERIOR,1ª,1
arganzuela,1350000,70,1,S,EXTERIOR,1ª,1
barrio-de-salamanca,950000,219,4,S,EXTERIOR,2ª,0
barrio-de-salamanca,3690000,251,3,S,EXTERIOR,5ª,0
carabanchel,639000,148,4,S,EXTERIOR,8ª,0
barrio-de-salamanca,1720000,175,2,S,EXTERIOR,1ª,0
retiro,830000,134,3,S,EXTERIOR,1ª,0
villa-de-vallecas,185000,55,2,S,EXTERIOR,2ª,0
retiro,2500000,227,3,S,EXTERIOR,1ª,0
chamartin,1650000,228,4,S,EXTERIOR,1ª,0
arganzuela,790000,110,4,S,EXTERIOR,2ª,2
barrio-de-salamanca,1329000,135,2,S,EXTERIOR,1ª,0
tetuan,625000,70,2,S,EXTERIOR,1ª,0
retiro,1390000,120,3,S,INTERIOR,7ª,0
centro,3000000,300,4,S,EXTERIOR,2ª,0
villaverde,207000,77,2,N,EXTERIOR,BAJO,0
centro,1589000,136,3,S,EXTERIOR,2ª,0
barrio-de-salamanca,5500000,332,5,S,EXTERIOR,3ª,0
ciudad-lineal,1055000,156,3,S,EXTERIOR,3ª,0
retiro,945000,103,3,S,EXTERIOR,BAJO,3
centro,235000,24,1,N,INTERIOR,BAJO,0
retiro,1149000,119,2,S,INTERIOR,3ª,0
centro,425000,66,1,N,EXTERIOR,2ª,0
barrio-de-salamanca,2955000,220,3,N,EXTERIOR,2ª,0
barrio-de-salamanca,8900000,455,5,S,EXTERIOR,5ª,0
barrio-de-salamanca,1179000,110,2,S,EXTERIOR,5ª,0
centro,1780000,145,2,S,EXTERIOR,6ª,0
hortaleza,795000,125,3,S,EXTERIOR,8ª,2
tetuan,291000,47,2,N,EXTERIOR,BAJO,0
moncloa,595000,71,1,S,EXTERIOR,14ª,0
villaverde,230000,71,2,N,EXTERIOR,3ª,0
barrio-de-salamanca,2630000,307,6,S,EXTERIOR,4ª,0
centro,224000,48,1,N,EXTERIOR,5ª,0
tetuan,175000,41,1,S,EXTERIOR,BAJO,0
latina,580000,140,4,N,EXTERIOR,BAJO,0
centro,695000,149,3,S,INTERIOR,ENTREPLANTA,0
moncloa,799000,102,1,S,EXTERIOR,4ª,1
chamberi,3100000,282,4,S,EXTERIOR,3ª,0
retiro,699000,115,2,S,EXTERIOR,8ª,0
centro,265000,34,1,N,INTERIOR,BAJO,0
usera,315000,71,3,N,EXTERIOR,1ª,0
ciudad-lineal,240000,46,1,S,INTERIOR,BAJO,0
retiro,1350000,115,2,S,EXTERIOR,1ª,0
usera,390000,111,3,S,EXTERIOR,1ª,0
chamberi,1300000,168,3,S,INTERIOR,2ª,0
centro,439000,59,1,S,EXTERIOR,2ª,0
chamartin,1900000,286,4,S,EXTERIOR,1ª,0
chamberi,1690000,185,3,S,EXTERIOR,2ª,0
carabanchel,223000,77,4,N,EXTERIOR,3ª,0
barrio-de-salamanca,6950000,487,4,S,EXTERIOR,1ª,0
chamartin,1350000,200,3,S,EXTERIOR,8ª,3
chamberi,520000,74,2,S,EXTERIOR,1ª,0
tetuan,290000,59,2,S,EXTERIOR,BAJO,0
chamberi,2200000,250,5,S,EXTERIOR,5ª,0
centro,950000,95,2,S,INTERIOR,2ª,0
chamberi,2500000,240,3,S,EXTERIOR,3ª,0
chamberi,450000,61,2,S,INTERIOR,SÓTANO,0
fuencarral,1024000,119,4,S,EXTERIOR,4ª,0
villa-de-vallecas,342000,96,2,S,EXTERIOR,1ª,0
chamberi,770000,87,2,S,EXTERIOR,4ª,0
latina,360000,80,3,N,EXTERIOR,3ª,0
hortaleza,1030000,212,4,S,EXTERIOR,6ª,0
centro,1650000,210,3,S,EXTERIOR,4ª,0
moncloa,299000,45,1,S,INTERIOR,BAJO,0
centro,500000,85,2,N,INTERIOR,BAJO,0
barrio-de-salamanca,1700000,294,3,S,EXTERIOR,BAJO,0
retiro,480000,75,3,S,INTERIOR,3ª,0
chamberi,1250000,198,6,S,EXTERIOR,5ª,0
barrio-de-salamanca,550000,47,1,S,EXTERIOR,6ª,0
centro,830000,75,2,N,EXTERIOR,3ª,1
centro,199000,44,1,N,EXTERIOR,3ª,0
puente-de-vallecas,269000,113,3,S,EXTERIOR,3ª,2
arganzuela,550000,95,2,S,EXTERIOR,4ª,2
chamartin,2750000,450,5,S,EXTERIOR,4ª,0
centro,1300000,189,5,S,EXTERIOR,2ª,0
fuencarral,1100000,119,3,S,EXTERIOR,1ª,0
chamberi,950000,75,2,S,INTERIOR,4ª,0
puente-de-vallecas,199000,124,2,S,EXTERIOR,BAJO,0
san-blas,480000,117,3,S,EXTERIOR,2ª,0
vicalvaro,245000,63,2,N,EXTERIOR,3ª,0
barrio-de-salamanca,1729000,150,3,S,EXTERIOR,2ª,0
centro,1200000,127,2,S,INTERIOR,2ª,0
chamberi,265000,43,1,S,INTERIOR,BAJO,0
centro,960000,72,2,S,EXTERIOR,1ª,0
ciudad-lineal,320000,70,2,N,EXTERIOR,3ª,0
centro,1580000,125,3,S,EXTERIOR,3ª,0
latina,189000,54,2,N,EXTERIOR,ENTREPLANTA,0
chamberi,3900000,492,4,S,EXTERIOR,3ª,0
chamberi,750000,85,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,2690000,312,5,S,EXTERIOR,3ª,0
centro,310000,45,2,N,INTERIOR,1ª,0
chamartin,568000,104,2,S,EXTERIOR,1ª,0
fuencarral,560000,93,2,S,EXTERIOR,4ª,2
hortaleza,425000,90,3,S,EXTERIOR,6ª,0
arganzuela,239000,55,2,N,INTERIOR,5ª,0
fuencarral,250000,54,2,N,EXTERIOR,1ª,0
tetuan,515000,90,3,S,EXTERIOR,1ª,2
chamartin,1400000,154,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,4750000,310,4,S,EXTERIOR,1ª,0
barrio-de-salamanca,3290000,240,4,S,EXTERIOR,3ª,1
moncloa,612000,100,1,S,EXTERIOR,BAJO,0
barrio-de-salamanca,685000,100,2,S,EXTERIOR,5ª,0
san-blas,325000,83,3,S,EXTERIOR,BAJO,0
chamberi,445000,55,1,S,INTERIOR,4ª,0
tetuan,1152000,212,5,S,EXTERIOR,2ª,0
latina,330000,114,4,S,EXTERIOR,1ª,2
moncloa,1850000,285,4,S,EXTERIOR,7ª,3
puente-de-vallecas,180000,72,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1195000,178,3,S,INTERIOR,2ª,0
hortaleza,890000,140,4,S,EXTERIOR,3ª,2
moncloa,825000,170,4,S,EXTERIOR,3ª,3
ciudad-lineal,410000,175,3,S,EXTERIOR,BAJO,1
barrio-de-salamanca,630000,68,2,S,EXTERIOR,3ª,0
arganzuela,950000,184,4,S,EXTERIOR,6ª,0
centro,368000,60,1,N,EXTERIOR,BAJO,1
moncloa,650000,140,3,S,EXTERIOR,2ª,0
fuencarral,400000,160,4,S,EXTERIOR,2ª,0
centro,2650000,235,4,S,EXTERIOR,4ª,0
barrio-de-salamanca,1400000,135,2,S,EXTERIOR,7ª,0
barrio-de-salamanca,1080000,109,3,S,INTERIOR,2ª,0
tetuan,695000,147,3,S,EXTERIOR,3ª,0
barrio-de-salamanca,5000000,307,4,S,EXTERIOR,3ª,4
carabanchel,295000,74,2,S,EXTERIOR,4ª,0
ciudad-lineal,1820000,470,5,S,EXTERIOR,4ª,4
chamartin,1900000,283,5,S,EXTERIOR,5ª,1
puente-de-vallecas,178500,84,3,S,EXTERIOR,1ª,0
centro,247000,48,2,N,INTERIOR,3ª,0
chamberi,2100000,274,6,S,EXTERIOR,1ª,0
hortaleza,795000,146,3,S,EXTERIOR,3ª,2
carabanchel,240000,77,4,N,INTERIOR,1ª,0
arganzuela,749900,130,5,S,EXTERIOR,4ª,0
chamartin,999000,115,2,S,EXTERIOR,2ª,0
barrio-de-salamanca,3490000,240,3,S,EXTERIOR,6ª,4
carabanchel,378500,88,2,S,EXTERIOR,4ª,0
moncloa,1090000,140,4,S,EXTERIOR,3ª,1
centro,895000,144,4,S,EXTERIOR,3ª,2
chamartin,695000,82,3,S,EXTERIOR,1ª,2
barrio-de-salamanca,900000,142,1,S,INTERIOR,1ª,0
san-blas,200000,55,1,S,INTERIOR,1ª,0
chamartin,340000,40,1,N,EXTERIOR,BAJO,1
usera,254900,77,3,S,EXTERIOR,8ª,0
tetuan,169000,40,1,S,INTERIOR,BAJO,0
villaverde,139000,57,2,N,EXTERIOR,4ª,0
hortaleza,550000,99,2,S,EXTERIOR,4ª,0
centro,789000,101,2,N,EXTERIOR,4ª,2
moncloa,295000,52,2,S,INTERIOR,BAJO,0
villaverde,157500,63,3,N,EXTERIOR,1ª,0
ciudad-lineal,1000000,235,5,N,EXTERIOR,1ª,0
ciudad-lineal,275000,60,2,N,EXTERIOR,3ª,0
carabanchel,179000,60,3,N,EXTERIOR,BAJO,0
retiro,410000,94,4,S,EXTERIOR,-2,2
latina,229000,57,2,N,EXTERIOR,3ª,0
barrio-de-salamanca,1690000,124,3,S,EXTERIOR,2ª,0
chamberi,760000,86,3,S,EXTERIOR,6ª,0
puente-de-vallecas,109000,33,1,N,INTERIOR,BAJO,0
villaverde,268000,110,2,S,EXTERIOR,5ª,0
fuencarral,290000,160,4,S,EXTERIOR,3ª,0
barrio-de-salamanca,3300000,187,3,S,EXTERIOR,6ª,0
retiro,380000,46,1,S,INTERIOR,BAJO,1
tetuan,275000,91,2,N,EXTERIOR,BAJO,0
ciudad-lineal,248000,68,3,S,INTERIOR,5ª,0
centro,750000,91,2,N,INTERIOR,1ª,0
barrio-de-salamanca,1090000,191,2,S,EXTERIOR,BAJO,0
barrio-de-salamanca,1239000,102,2,S,EXTERIOR,5ª,2
chamberi,4500000,401,5,S,EXTERIOR,4ª,0
carabanchel,285000,91,1,S,EXTERIOR,BAJO,0
chamartin,2250000,278,5,S,EXTERIOR,6ª,5
centro,535000,110,4,S,EXTERIOR,1ª,2
barrio-de-salamanca,1849000,150,3,S,EXTERIOR,4ª,0
barrio-de-salamanca,1329000,126,2,S,INTERIOR,4ª,0
hortaleza,795000,146,3,S,EXTERIOR,3ª,2
usera,229500,112,3,N,EXTERIOR,1ª,2
tetuan,1500000,190,3,N,EXTERIOR,6ª,0
barrio-de-salamanca,845000,90,2,S,EXTERIOR,5ª,0
fuencarral,1050000,127,4,S,EXTERIOR,5ª,2
chamberi,278000,70,1,S,INTERIOR,1ª,0
vicalvaro,250000,70,3,N,EXTERIOR,BAJO,1
carabanchel,189000,66,3,N,INTERIOR,BAJO,0
centro,1250000,195,3,S,EXTERIOR,2ª,4
villaverde,135000,42,2,N,EXTERIOR,2ª,0
latina,320000,80,3,S,EXTERIOR,3ª,0
vicalvaro,309000,76,2,S,EXTERIOR,1ª,0
barrio-de-salamanca,845000,70,2,N,INTERIOR,1ª,0
tetuan,730000,105,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,1000000,140,3,S,EXTERIOR,5ª,0
latina,170000,65,3,N,EXTERIOR,BAJO,0
fuencarral,349000,69,3,S,EXTERIOR,8ª,0
barrio-de-salamanca,3450000,260,3,S,EXTERIOR,4ª,0
chamartin,1820000,289,6,S,EXTERIOR,5ª,0
latina,345000,78,1,S,EXTERIOR,2ª,0
arganzuela,415000,86,3,S,INTERIOR,2ª,0
hortaleza,547000,73,2,S,EXTERIOR,5ª,0
tetuan,460000,72,2,S,EXTERIOR,2ª,0
centro,725000,89,2,S,EXTERIOR,3ª,0
centro,425000,60,1,S,EXTERIOR,ENTREPLANTA,0
latina,230000,63,2,N,EXTERIOR,1ª,0
tetuan,519000,83,3,S,EXTERIOR,4ª,0
ciudad-lineal,600000,103,4,S,EXTERIOR,1ª,0
retiro,1200000,124,2,S,INTERIOR,2ª,0
latina,620000,86,3,S,EXTERIOR,5ª,0
carabanchel,292000,90,3,N,INTERIOR,BAJO,0
puente-de-vallecas,184800,81,4,N,EXTERIOR,4ª,0
san-blas,390000,83,2,S,EXTERIOR,BAJO,0
chamberi,770000,110,4,N,EXTERIOR,1ª,0
latina,219000,75,2,N,EXTERIOR,BAJO,1
centro,729000,137,2,N,EXTERIOR,2ª,0
centro,899000,107,3,S,INTERIOR,2ª,0
moncloa,510000,73,1,S,INTERIOR,4ª,1
villaverde,322000,98,2,S,EXTERIOR,2ª,0
moncloa,470000,71,2,S,INTERIOR,4ª,0
san-blas,225000,39,1,S,EXTERIOR,5ª,0
centro,520000,65,1,S,EXTERIOR,2ª,0
centro,514000,70,2,S,EXTERIOR,5ª,0
arganzuela,630000,154,2,S,EXTERIOR,BAJO,0
puente-de-vallecas,75000,28,1,N,INTERIOR,BAJO,0
san-blas,230000,60,2,S,EXTERIOR,3ª,1
barrio-de-salamanca,1450000,290,4,S,EXTERIOR,2ª,0
centro,790000,96,2,S,EXTERIOR,1ª,0
chamberi,2600000,215,4,S,EXTERIOR,5ª,0
retiro,585000,71,2,S,EXTERIOR,7ª,0
puente-de-vallecas,234500,106,3,S,EXTERIOR,9ª,0
chamartin,594000,100,3,S,EXTERIOR,2ª,0
carabanchel,820000,157,3,S,EXTERIOR,5ª,0
usera,365000,109,4,N,EXTERIOR,2ª,0
barrio-de-salamanca,849000,83,2,S,EXTERIOR,6ª,2
retiro,850000,125,3,S,INTERIOR,2ª,2
retiro,375000,54,1,N,INTERIOR,4ª,0
barrio-de-salamanca,2250000,228,2,S,EXTERIOR,5ª,0
usera,95900,65,3,N,EXTERIOR,4ª,0
chamberi,650000,80,3,S,INTERIOR,3ª,0
ciudad-lineal,670000,137,3,S,EXTERIOR,4ª,2
arganzuela,340000,59,1,S,EXTERIOR,4ª,1
vicalvaro,344000,77,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,1200000,114,3,S,EXTERIOR,4ª,2
centro,750000,127,2,S,INTERIOR,2ª,1
carabanchel,290000,110,3,S,EXTERIOR,5ª,0
centro,2575000,275,4,S,EXTERIOR,1ª,0
barrio-de-salamanca,8250000,570,5,S,EXTERIOR,3ª,0
barrio-de-salamanca,950000,143,3,S,EXTERIOR,3ª,0
centro,1079000,128,3,S,EXTERIOR,2ª,0
chamberi,550000,120,3,N,EXTERIOR,ENTREPLANTA,0
arganzuela,530000,108,3,S,EXTERIOR,1ª,2
chamartin,950000,94,2,S,EXTERIOR,2ª,2
centro,1100000,180,3,S,EXTERIOR,3ª,3
chamartin,1400000,236,4,S,EXTERIOR,1ª,0
moncloa,3450000,784,1,S,EXTERIOR,1ª,0
puente-de-vallecas,160000,52,2,N,EXTERIOR,BAJO,0
vicalvaro,399000,121,3,S,EXTERIOR,11ª,0
barrio-de-salamanca,1489000,112,3,S,EXTERIOR,3ª,3
centro,929000,70,1,S,EXTERIOR,6ª,0
tetuan,240000,95,3,N,EXTERIOR,4ª,1
chamberi,359000,65,2,S,INTERIOR,SÓTANO,0
villa-de-vallecas,500100,85,3,S,EXTERIOR,4ª,0
chamartin,345000,61,1,N,EXTERIOR,BAJO,1
barrio-de-salamanca,1490000,98,3,S,EXTERIOR,5ª,0
chamberi,1129000,100,2,S,EXTERIOR,2ª,0
retiro,1149000,111,2,S,INTERIOR,3ª,0
barrio-de-salamanca,2184000,211,3,S,EXTERIOR,1ª,0
puente-de-vallecas,160000,54,2,N,EXTERIOR,2ª,1
fuencarral,724000,80,2,S,EXTERIOR,1ª,0
vicalvaro,300000,74,2,S,EXTERIOR,8ª,0
centro,395000,57,2,N,EXTERIOR,2ª,0
usera,448000,107,3,S,EXTERIOR,3ª,0
centro,499000,66,2,S,EXTERIOR,4ª,0
barrio-de-salamanca,1580000,128,3,S,EXTERIOR,1ª,0
puente-de-vallecas,299000,105,2,N,EXTERIOR,1ª,0
centro,420000,43,1,S,INTERIOR,1ª,0
puente-de-vallecas,169000,60,3,N,EXTERIOR,BAJO,0
arganzuela,449000,102,3,S,EXTERIOR,4ª,0
